text,ids
"d IV therapy.SABIC Healthcare products are subject to formula lock and stringent management of change process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers >Polycarbonate (PC) > LEXAN™ Resin Lexan™ polycarbonate resins are amorphous engineering thermoplastics characterized by a high level of mechanical, optical, electrical and thermal properties.The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/11/2024English, Published 1/30/2023English, Published 5/13/2021English, Published 4/1/2020English, Published 3/20/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycarbonate (PC) > LEXAN™ SO",chunk_36
"shed 1/11/2024English, Published 1/30/2023English, Published 5/13/2021English, Published 4/1/2020English, Published 3/20/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycarbonate (PC) > LEXAN™ SOLID SHEET Based on high-performance LEXAN™ resin which is a polycarbonate (PC) material. SABIC’s engineering plastics Solid Sheet portfolio helps customers develop lightweight, durable parts with tailor-made performance across a wide variety of industries.For LEXAN™ Solid Sheet:English, Published 1/1/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycarbonate (PC) > LEXAN™ THERMOCLEAR™ (MULTIWALL) SHEETS SABIC’s polycarbonate (PC) multiwall materials called LEXAN™ THERMOCLEAR™ sheet portfolio offers a variety of structures, colors and finishes. These products provide an outstanding balance of lightweight, high stiffness, ease of installation, excellent thermal insulation, UV and flame resistance and long-term light transmission.For more infomation please visit our dedicated website.LEXANTHERMOCLEAR sheets offer an attractive solution for industrial, commercial and residential glazing applications.English, Published 1/1/2020Speak to one of our representati",chunk_37
"-term light transmission.For more infomation please visit our dedicated website.LEXANTHERMOCLEAR sheets offer an attractive solution for industrial, commercial and residential glazing applications.English, Published 1/1/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LEXAN™ VISUALFX™ Resin SABIC’s LEXAN™ VisualFX™ resin is a Polycarbonate (PC), formulated with the color and effect inherent in the pellet to create colorful and exceptionally rich looking parts out of the mold without the need for what can often be costly secondary paint and coating operations.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ COLORCOMP™ Compound COLORCOMP pre-colored unfilled resins combine virtually any thermoplastic resin with colorants or special effects to create a dazzling spectrum of colored materials. Among the offerings are opaque, translucent, and transparent resins, plus special effects, including edge glow, sparkle, glow, pearlescent, and thermochromic.Colorcomp engineering resins are part of the LNP product line of custom compounded engineering thermoplastics.COLOR + ENGINEE",chunk_38
"que, translucent, and transparent resins, plus special effects, including edge glow, sparkle, glow, pearlescent, and thermochromic.Colorcomp engineering resins are part of the LNP product line of custom compounded engineering thermoplastics.COLOR + ENGINEERING RESINS Engineering resins are tough in use - and sometimes tough to color, because they can interact with nearly every pigment. COLORCOMP™ offers color match and property retention not only for the most-used resins but also for the ones hardest for coloration. BROAD RANGE OF RESINS Colorcomp pre-colored unfilled resins are available in nearly any thermoplastic resin, including CYCOLAC™ resin and other acrylonitrile butadiene styrene (ABS) resins, LEXAN™ resin and other polycarbonate (PC) and PC/ABS resins, polyamide (PA) and even such high-temperature resins as polyetheretherketone (PEEK), ULTEM™ polyetherimide (PEI) resin or polyphenylsulfone (PPS) resin. CRITICAL COLOR ACCURACYColorcomp batches undergo multiple testing, including evaluation for metamerism, so that your products carry the color you specify, regardless of use or lighting conditions. RANGE OF CHOICES Available in opaque, transparent, translucent, and special effect colors. Glow and thermochromics - specialty colors that change with temperatur",chunk_39
", so that your products carry the color you specify, regardless of use or lighting conditions. RANGE OF CHOICES Available in opaque, transparent, translucent, and special effect colors. Glow and thermochromics - specialty colors that change with temperature - round out the offerings. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. English, Published 11/16/2021English, Published 11/15/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ ELCRES™ LNP ELCRES Copolymer resin is a Polycarbonate (PC), having improved properties over standard PC through unique and advanced copolymer technology, characterized by enhanced mechanical, optical, thermal and weathering properties. The LNP ELCRES portfolio provides broad design versatility through product value propositions such as environmentally conforming flame retardancy, scratch resistance, stiffness, heat resistance, weatherability, biocompatibility and optical quality, etc.English, Published 1/25/2024English, Published 1/25/2024English, Published 1/25/2024English, Published 1/23/2024English, Published 8/19/2021Speak to one of our representatives to find out how SABIC ca",chunk_40
"atherability, biocompatibility and optical quality, etc.English, Published 1/25/2024English, Published 1/25/2024English, Published 1/25/2024English, Published 1/23/2024English, Published 8/19/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ ELCRIN™ LNP ELCRIN resin is a Polycarbonate/Polybutylene Terephthalate (PC/PBT) product, based on varying percentages of post-consumer recycled (PCR) contents to help achieve reduction in environmental footprint. Sustainability is a design challenge and LNP ELCRIN products can contribute to the solution.English, Published 1/26/2024English, Published 2/25/2020English, Published 5/21/2019Speak to one of our representatives to find out how SABIC can help you.Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ FARADEX™ Compound FARADEX™ compounds provide electromagnetic and radio frequency interference (EMI/RFI) attenuation in applications from electronics to material handling. Conductive fibers form the conductive network required for EMI/RFI shielding. Faradex compounds can also be used in applications where electrostatic discharge (ESD) is required.Faradex compounds provide mechanical properties, par",chunk_41
"nics to material handling. Conductive fibers form the conductive network required for EMI/RFI shielding. Faradex compounds can also be used in applications where electrostatic discharge (ESD) is required.Faradex compounds provide mechanical properties, part weight and a design freedom similar to standard unfilled base resins. They avoid costly secondary steps, offering total system cost reduction.DEEP ATTENUATION EMI/RFI shielding capabilities between 40-60 dB and higher from 30-1000 MHz. FIBER SHIELDING Accomplished with electrically conductive stainless steel fibers at modest loading levels. Can also be used in applications where electrostatic discharge (ESD) is required. STRENGTH Mechanical properties similar to standard unfilled base resins. If needed, additional glass or carbon fiber reinforcement is available to enhance strength and stiffness or control mold shrinkage. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. HELPS CONTROL COSTS EMI/RFI attenuation throughout the part, eliminating the need for secondary spray coating or attachment of conductive fabrics. Design freedom of injection molding offers advantages for intricate part design, where metallic sprays or conductive netting are far less effective",chunk_42
"n throughout the part, eliminating the need for secondary spray coating or attachment of conductive fabrics. Design freedom of injection molding offers advantages for intricate part design, where metallic sprays or conductive netting are far less effective. HELPS PROVIDE CONSISTENT PROTECTION Because the conductivity permeates the entire part, it cannot be disrupted by surface scratches or nicks. Simplified Chinese, Published 8/19/2020English, Published 11/15/2017English, Published 1/19/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ KONDUIT™ Compound KONDUIT compounds were the first thermally conductive composites commercially available. From 10 to 50 times more thermally conductive thanconventional unfilled thermoplastics, Konduit compounds can conduct heat away from devices into a heat sink or the surrounding air, designed to extend product life and enhance design freedom.HIGH THERMAL CONDUCTIVITY Provide thermal conductivity of 1-18 W/mK, enough for large amounts of heat transfer, opening up new freedom for part design and metal replacement. STRENGTH Small amounts of glass fiber reinforcement can be added to improve the strength of Konduit compounds. INCRE",chunk_43
"thermal conductivity of 1-18 W/mK, enough for large amounts of heat transfer, opening up new freedom for part design and metal replacement. STRENGTH Small amounts of glass fiber reinforcement can be added to improve the strength of Konduit compounds. INCREASED OPERATING EFFICIENCY AND LIFE SPAN Thermal conductivity can increase the electrical efficiency of encapsulated motors by lowering the operating temperature, resulting in more available power and torque, lower current draw, faster response time, and longer device life than hotter-running devices. COEFFICIENTS OF EXPANSION COMPARABLE TO METAL Can be formulated to approximate the coefficient of linear thermal expansion (CLTE) of many metals, potentially reducing product failure and extending product life. ENHANCES DESIGN FREEDOM Provides vibration damping and are injection moldable. English, Published 11/30/2023English, Published 10/25/2020English, Published 11/15/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ LUBRICOMP™ Compound LUBRICOMP compounds provide improved wear resistance and lower friction by combining engineering resins with various internal lubricants. Glass and carbon fibers can also be inclu",chunk_44
"cialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ LUBRICOMP™ Compound LUBRICOMP compounds provide improved wear resistance and lower friction by combining engineering resins with various internal lubricants. Glass and carbon fibers can also be included for improved strength and stiffness. Lubricomp compounds can help extend product life and reduce or eliminate squeaks and other noise from moving parts.FINE-TUNED LUBRICITY Inherent lubricity through a broad range of lubricants, including polytetrafluoroethylene (PTFE), silicones, aramid fiber, graphite, molybdenum disulfide, and other additives. Significantly reduce friction and wear rates of plastic parts moving over other surfaces, whether contact is plastic-on-metal or plastic-on-plastic. Can extend product life and reduce or eliminate squeaks and other noise from moving parts. RANGE OF ENGINEERING THERMOPLASTICS Can be created from more than 25 engineering thermoplastics, including LEXAN resin and other polycarbonate (PC) resins, acetal (POM), polyamide (PA), polyphenylene sulfide (PPS), CYCOLAC resin and other acrylonitrile butadiene styrene (ABS) resins, polyetheretherketone (PEEK), polyphenylene oxide (PPO) and polypropylene (PP). BROAD RANGE OF ATTRIBUTES Combined with other additives and reinforce",chunk_45
"e (PA), polyphenylene sulfide (PPS), CYCOLAC resin and other acrylonitrile butadiene styrene (ABS) resins, polyetheretherketone (PEEK), polyphenylene oxide (PPO) and polypropylene (PP). BROAD RANGE OF ATTRIBUTES Combined with other additives and reinforcements, such as carbon fiber, glass fiber, or glass bead, Lubricomp compounds offer a broad choice of engineering attributes, including excellentdimensional stability, low wear, enhanced mechanical and thermal properties, flame retardancy, and fatigue endurance. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. COLORABILITY Available in a wide range of opaque colors. HELPS CONTROL COST Can help eliminate the costly secondary lubricating operations, plus they offer the general benefits of injection molding, including greater design freedom, part consolidation, and improved production economies. English, Published 1/29/2024English, Published 1/25/2024English, Published 1/25/2024English, Published 1/25/2024English, Published 3/8/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ LUBRILOY™ Compound LUBRILOY alloy compounds provide lubrication through a unique, paten",chunk_46
" Published 3/8/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ LUBRILOY™ Compound LUBRILOY alloy compounds provide lubrication through a unique, patented lubrication technology. Lubriloy compounds offer cost-effective wear and friction performance compared to conventional polytetrafluoroethylene (PTFE) lubricants.Lubriloy compounds feature high impact and toughness and are used in a broad variety of demanding automotive, office equipment, electronics, and appliance applications.WEAR AND FRICTION PERFORMANCE Provide a broad range of lubricity through a unique, patented lubricant technology. Lubriloy compounds significantly reduce friction and wear rates of plastic parts moving over other surfaces, whether contact is plastic-on-metal or plastic-on-plastic. They also extend product life and reduce or eliminate squeaks and other noise from moving parts. RANGE OF ENGINEERING THERMOPLASTICS Available in five commonly used resins: LEXAN resin and other polycarbonate (PC) resins, NORYL polyphenylene oxide (PPO) resins, polyacetal (POM), polyamide 6,6 (PA 66), and polyphthalamide (PPA). BROAD RANGE OF PROPERTIES Additional lubricants and reinforcements can also be ad",chunk_47
"ly used resins: LEXAN resin and other polycarbonate (PC) resins, NORYL polyphenylene oxide (PPO) resins, polyacetal (POM), polyamide 6,6 (PA 66), and polyphthalamide (PPA). BROAD RANGE OF PROPERTIES Additional lubricants and reinforcements can also be added to Lubriloy compounds, such as glass, aramid, PTFE, and stainless steel to enhance wear, friction, cost, abrasion resistance, mechanical strength, stiffness, and conductivity. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. COLORABILITY Available in a wide range of opaque colors. HELPS CONTROL COST Can help eliminate costly secondary lubricating operations, plus they offer the general benefits of injection molding, including greater design freedom, part consolidation, and improved production economies. English, Published 1/29/2024English, Published 1/25/2024English,Published 1/25/2024English, Published 1/25/2024English, Published 1/23/2024Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ STAT-KON™ Compound STAT-KON™ compounds contain electrically conductive additives that provide surface resistivity from antistatic, through conductive, to electromagnetic int",chunk_48
"you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ STAT-KON™ Compound STAT-KON™ compounds contain electrically conductive additives that provide surface resistivity from antistatic, through conductive, to electromagnetic interference (EMI) shielding. Stat-Kon composites are rounded out by LNP's STAT-LOY™ and FARADEX™ compounds to provide a full range of electrically active materials.Stat-Kon compounds offer cost-effective solutions when products must avoid static electricity buildup or discharge.BROAD RANGE OF SURFACE RESISTIVITY Wide range of surface resistivity, from 100 to 1012 ohms/sq. (where non-treated base resins exhibit 1014-1018 ohms/sq.) Applications range from statically dissipative to electrically conductive. CHOICE OF CONDUCTIVE ADDITIVES Can be formulated to meet specific needs with carbon fiber, stainless steel fiber, carbon powder, metal powder and flake, and migratory antistats. Depending on the electrically active filler or reinforcement, these compounds can suppress initial charges, minimize tribo charging from movement, insulate against leakage current, prevent electrostatic discharge to/from human contact, provide a grounding path for charge bleed-off. FORMULATION BY APPLICATION Can be fine-tuned for surface res",chunk_49
"ess initial charges, minimize tribo charging from movement, insulate against leakage current, prevent electrostatic discharge to/from human contact, provide a grounding path for charge bleed-off. FORMULATION BY APPLICATION Can be fine-tuned for surface resistivity, volume resistivity, static decay, and other engineering parameters. BROAD RANGE OF ATTRIBUTES Broad range of mechanical, physical, and thermal properties depending on the base resin selected. The addition of other additives and reinforcements, including glass fiber, polytetrafluoroethylene (PTFE), and PTFE/silicone systems, further extend the properties. Many grades are also available as clean compound system (CCS) materials for applications requiring low levels of ionic contamination, particularly designed for the use in the disk drive industry. DIMENSIONAL STABILITY Exhibit excellent isotropic shrinkage for dimensional stability and low warpage. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. WIDE RANGE OF RESINS AND PROCESSING TYPES Available in most major engineering thermoplastics and in forms for extrusion, injection molding, thermoforming, blow molding, and rotational molding. Some series accept colors and aesthetic effects, and Stat-Kon can b",chunk_50
" RANGE OF RESINS AND PROCESSING TYPES Available in most major engineering thermoplastics and in forms for extrusion, injection molding, thermoforming, blow molding, and rotational molding. Some series accept colors and aesthetic effects, and Stat-Kon can be formulated for cost-effectiveness. English, Published 10/3/2022English, Published 7/8/2021English, Published 3/20/2020English, Published 1/31/2018English, Published 11/15/2017Speak to one of our representatives to find out how SABIC can help you.Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ STAT-LOY™ Compound STAT-LOY™ alloy compounds combine an insulative base resin with an inherently conductive polymer to provide permanent anti-static performance. Stat-Loy compounds are non-sloughing and colorable.Stat-Loy compounds offer cost-effective solutions when products for anti-stat applications are required.SOLUTIONS FOR APPLICATIONS Provides antistatic properties, with surface resistivities ranging from 109 to 1012 ohms/sq. (where non-treated base resins exhibit 1014-1018 ohms/sq). Can suppress the development of a static charge created by relative movement between two parts. Effective independent of humidity levels, colorable, non-sloughing, and can be formulated for cost effectivene",chunk_51
"n-treated base resins exhibit 1014-1018 ohms/sq). Can suppress the development of a static charge created by relative movement between two parts. Effective independent of humidity levels, colorable, non-sloughing, and can be formulated for cost effectiveness. Many grades are also available as clean compound system (CCS) materials for applications requiring low levels of ionic contamination particularly designed for use in the disk drive industry. ENHANCED STRENGTH Reinforcements such as glass fiber can be added to further enhance the properties of Stat-Loy compounds. COLORABILITY Contains permanent anti-static additives rather than carbon additives, allowing their availability in a wide range of opaque, transparent, and clear custom colors and aesthetic effects. DIMENSIONAL STABILITY Exhibit excellent isotropic shrinkage for dimensional stability and low warpage. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. RESINS AND PROCESSING TYPES Available in the following base resins: CYCOLAC resin and other acrylonitrile butadiene styrene (ABS) resins, VALOX resin and other polybutylene terephthalate (PBT) resins, polycarbonate/ABS (PC/ABS), polyamide (PA), polypropylene (PP), polyethylene (PE), and polyacetal (POM)",chunk_52
"wing base resins: CYCOLAC resin and other acrylonitrile butadiene styrene (ABS) resins, VALOX resin and other polybutylene terephthalate (PBT) resins, polycarbonate/ABS (PC/ABS), polyamide (PA), polypropylene (PP), polyethylene (PE), and polyacetal (POM). Available in forms for extrusion, injection molding, thermoforming, blow molding, and rotational molding. English, Published 7/8/2021English, Published 11/15/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties> ADDITIVE MANUFACTURING > LNP™ THERMOCOMP™ AM Compound The product family of THERMOCOMP™ AM compounds for pellet-fed additive manufacturing is based on amorphous resins such as ABS, PPE, PC and PEI. The compounds exhibit good creep behavior versus semi-crystalline resins, and reduced deformation under constant pressure. Further, lower shrinkage during cooling means these materials demonstrate greater dimensional stability and less thermal expansion during part use.English, Published 10/17/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ THERMOCOMP™ Compound THERMOCOMP compounds enhance nearly any base resin for stiffness, heat resistance, dimensiona",chunk_53
" one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ THERMOCOMP™ Compound THERMOCOMP compounds enhance nearly any base resin for stiffness, heat resistance, dimensional tolerances - even specific gravity or processing parameters.Thermocomp compounds based on high temperature resins enhance properties even in demanding high heat and chemical environments.BROAD RANGE OF RESINS Available in more than 25 different base resins, including ULTEM polyetherimide (PEI) resin, polyetheretherketone (PEEK), various polyamides (PA), polyphenylene sulfide (PPS), and melt processible fluoropolymers. A number of reinforcing additives are used in Thermocomp compounds, including glass fiber, carbon fiber, glass beads and various minerals. CLOSELY-TUNED ENGINEERING ATTRIBUTES Can be formulated to meet specific engineering attributes, including strength, stiffness, specific gravity for weight management or solid feel, heat resistance, chemical resistance, flow properties, and dimensional stability. Can be used in demanding high temperature and chemical environments. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. COLORABILITY Available in a wi",chunk_54
"esistance, flow properties, and dimensional stability. Can be used in demanding high temperature and chemical environments. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. COLORABILITY Available in a wide range of opaque colors for improved aesthetics. English, Published 1/25/2024English, Published 1/25/2024English, Published 1/25/2024English, Published 1/23/2024English, Published 11/30/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products> Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ THERMOTUF™ Compound THERMOTUF compounds enhance base resins by adding impact resistance, stiffness, heat resistance, and dimensional control. Like THERMOCOMP™ compounds, Thermotuf materials are available in a broad range of base resins.Thermotuf compounds enhance material properties where mechanical shock, demanding high temperature, or chemicals pose a challenge.BROAD RANGE OF RESINS Available in several base resins, including CYCOLAC resin and other ABS resins, polystyrene acrylonitrile (SAN), LEXAN resin and other polycarbonate (PC) resins, VALOX resin and other polybutylene terephthalate (PBT) resins, polypropylene (PP), polyphenylene sulfide (PPS), and various polyamides",chunk_55
" CYCOLAC resin and other ABS resins, polystyrene acrylonitrile (SAN), LEXAN resin and other polycarbonate (PC) resins, VALOX resin and other polybutylene terephthalate (PBT) resins, polypropylene (PP), polyphenylene sulfide (PPS), and various polyamides (PA). A number of reinforcing additives are used in Thermotuf compounds, including glass fiber, carbon fiber, minerals, and glass beads. CLOSELY-TUNED ENGINEERING ATTRIBUTES Can be formulated to meet specific engineering attributes, including impact resistance, heat resistance, and dimensional stability. FLAME RETARDANCY Can be compounded for flame retardancy (FR), including non-halogenated FR compounds. COLORABILITY Available in a wide range of opaque colors. English, Published 4/6/2020English, Published 4/12/2018English, Published 11/15/2017Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > LNP™ COMPOUNDS AND PC COPOLYMER RESINS > LNP™ VERTON™ Compound Remarkably lightweight, VERTON™ structural compounds deliver a balance between cost and performance in structural applications. Verton compounds offer exceptional mechanical performance, combining rigidity with outstanding strength and resistance to impact failure.GLASS FILLED FOR STRENGTH Highly filled compos",chunk_56
"liver a balance between cost and performance in structural applications. Verton compounds offer exceptional mechanical performance, combining rigidity with outstanding strength and resistance to impact failure.GLASS FILLED FOR STRENGTH Highly filled composites, with 25-70% long glass fiber content by weight. A patented pultrusion process helps ensure fiber integrity and alignment for exceptional mechanical performance.CUSTOM-TUNABLE PROPERTIES Verton MFX-700-14 concentrate is a 70% long glass fiber reinforced polypropylene compound, specifically designed for machine-side dilution. It can be customized to provide desired glass loading levels, specific performance properties, and processing characteristics.GOOD SURFACE QUALITYAutomotive, sports equipment, furniture, and business equipment all benefit from the superior surface quality of Verton composites.BROAD RANGE OF RESINS Available in a wide range of base resins. The most commonly specified resins are polyamide (PA), including internally lubricated PA66, and polypropylene (PP).FLAME RETARDANCY Can be compounded for flame retardancy (FR).English, Published 4/1/2020English, Published 10/29/2019English, Published 4/12/2018Speak to one of our representatives to find out how SABIC can help you. Home > Products > Agri",chunk_57
"lypropylene (PP).FLAME RETARDANCY Can be compounded for flame retardancy (FR).English, Published 4/1/2020English, Published 10/29/2019English, Published 4/12/2018Speak to one of our representatives to find out how SABIC can help you. Home > Products > Agri-Nutrients > Agri-Nutrients > MAP Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethoxylates > Natural Fatty Alcohol Ethoxylates English, Published 4/19/2018Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > NORYL™ RESINS > NORYL GTX™ Resin NORYL GTX blends polyamide (PA) and modified polyphenylene ether polymer (PPE) technology. It combines the dimensional stability, low water absorption and heat resistance of PPE polymer with the chemical resistance and flow of PA polymer. The result is an extremely chemically resistant material with the stiffness, impact resistance and heatperformance required for on-line painting. The low density of unfilled NORYL GTX resin can provide part-weight savings of up to 25% over glass or mineral filled resins.LOW TEMPERATURE IMPACT STRENGTH Impact-modified grades offer a broad range of low temperature ductility. HIGH HEAT RESISTANCE Superior heat resistance for a variety of d",chunk_58
"resin can provide part-weight savings of up to 25% over glass or mineral filled resins.LOW TEMPERATURE IMPACT STRENGTH Impact-modified grades offer a broad range of low temperature ductility. HIGH HEAT RESISTANCE Superior heat resistance for a variety of demanding applications CHEMICAL RESISTANCE Broad environmental resistance to commonly used automotive fuels, greases, and oils - plus, resistance to detergents, alcohols, aliphatic and aromatic hydrocarbons, and alkaline chemicals. LOW MOLD SHRINKAGE Minimum shrinkage, particularly with filled grades ON-LINE PAINTABILITY Heat performance enables on-line paint decoration, including in automotive body panels GOOD DIMENSIONAL STABILITY Maintains dimensionality and complex geometry over time CLASS A SURFACE APPEARANCE Capable of taking a Class A surface for high-visibility applications LOW WATER ABSORPTION Very low moisture absorption compared to polyamide alone English, Published 1/25/2024English, Published 11/30/2023English, Published 4/15/2022English, Published 2/11/2021English, Published 2/11/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > NORYL™ RESINS > NORYL PPX™ Resin The NORYL PPX alloy of polyphenylene ether (PPE) and polypropylene (PP) is an engine",chunk_59
"11/2021English, Published 2/11/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Specialties > NORYL™ RESINS > NORYL PPX™ Resin The NORYL PPX alloy of polyphenylene ether (PPE) and polypropylene (PP) is an engineering thermoplastic olefin that combines the flowability and chemical resistance of PP with PPE's high-temperature performance, surface hardness and rigidity. Grades of NORYL PPX resin exhibit 30 to 50% higher modulus than thermoplastic polyolefin (TPO). Filled NORYL PPX resin grades offer high elongation, high stiffness and long-term heat resistanceGOOD BALANCE OF PROPERTIES Balances high heat resistance, excellent dimensional stability, and outstanding dielectric strength. Automotive-specific grades and high modulus grades can be used in place of stamped steel and die cast metal in tight tolerance, functional assemblies. EXCELLENT MELT STRENGTH AND PROCESSIBILITY Wide thermoforming and injection processing windows - foam grade is capable of high heat, exhibiting creep resistance and excellent modulus. HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers.STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, w",chunk_60
"ng creep resistance and excellent modulus. HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers.STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, with only a gradual reduction in modulus as temperature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids and bases REGRINDABLE Regrindable for re-use or incorporation in olefinic blends IMPACT STRENGTH Excellent impact strength, virtually unaffected by humidity and only slightly affected by temperature HYDROLYTIC STABILITY Superb hydrolytic stability - water absorption rate is among the lowest of any engineering thermoplastic EXCELLENT MELT STRENGTH AND PROCESSIBILITY Wide thermoforming and injection processing windows - foam grade is capable of high heat, exhibiting creep resistance and excellent modulus. HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers. STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, with only a gradual reduction in modulus as temperature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids",chunk_61
"TRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, with only a gradual reduction in modulus as temperature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids and bases REGRINDABLE Regrindable for re-use or incorporation in olefinic blends IMPACT STRENGTH Excellent impact strength, virtually unaffected by humidity and only slightly affected by temperature HYDROLYTIC STABILITY Superb hydrolytic stability - water absorption rate is among the lowest of any engineering thermoplasticEXCELLENT MELT STRENGTH AND PROCESSIBILITY Wide thermoforming and injection processing windows - foam grade is capable of high heat, exhibiting creep resistance and excellent modulus. HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers. STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, with only a gradual reduction in modulus as temperature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids and bases REGRINDABLE Regrindable for re-use or incorporation in olefinic blends IMPACT STRENGTH Excellent impact strength, virtually unaffected by humi",chunk_62
"ature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids and bases REGRINDABLE Regrindable for re-use or incorporation in olefinic blends IMPACT STRENGTH Excellent impact strength, virtually unaffected by humidity and only slightly affected by temperature HYDROLYTIC STABILITY Superb hydrolytic stability - water absorption rate is among the lowest of any engineering thermoplastic HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers. STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural strength, at both low and elevated temperatures, with only a gradual reduction in modulus as temperature is increased, a key advantage. CHEMICAL RESISTANCE Virtually unaffected by many detergents, acids and bases REGRINDABLE Regrindable for re-use or incorporation in olefinic blends IMPACT STRENGTH Excellent impact strength, virtually unaffected by humidity and only slightly affected by temperature HYDROLYTIC STABILITYSuperb hydrolytic stability - water absorption rate is among the lowest of any engineering thermoplastic HARMONY WITH TPO MATERIALS Good foam adhesion and compatibility with thermoplastic elastomers. STIFFNESS AND STRENGTH Wide range of stiffness, tensile and flexural ",chunk_63
